threshold,precision,recall,f1,f2,fp,fn
0.3,0.905144694533762,0.9851268591426072,0.9434436531210725,0.9680192572214581,118,17
0.4,0.9363484087102177,0.9781277340332458,0.9567821994009413,0.9694762400277489,76,25
0.5,0.9575757575757575,0.9676290463692039,0.9625761531766753,0.965601536581107,49,37
0.6,0.9721723518850988,0.94750656167979,0.9596809924678777,0.9523390784382695,31,60
0.7,0.9848914069877243,0.9125109361329834,0.9473206176203451,0.9261232463150417,16,100
